Partner name,Offer Reference,Country,*Currency,Status,*For LPM,*Payment fee %,*Type of Risk,*Type of traffic,*FIAT Settlement currency,*FIAT Settlement Cost,FX Source,FX - Settlement,*Settlement Delays (per currency),*Refund,Payments limit,Disbursement limit,Closed GEO,8B Lead,Minimum monthly fee,*Pay in / out,Setup fee,Taxation,Netting fee/topup fee,"Netting latency ",8B legal entity,*Fix transaction fee,*Min transaction fee,"CRYPTO Settlement currency ","CRYPTO Settlement Cost ",Special payment terms,"Disbursement fix fee ",Min disbursement fee,"Limit per settlement request ",Disbursement fee%,*Dispute / Ch'back,Rolling Reserve/Deposit,*Recurrent LPM?,FX - Disbursement,FX - Payment,User verification,Effort,Confidence,USD Turnover,Reach,RICE Score,Fraud Screening,Important,Minimum monthly commitment,Partial Refund,Gateway fee,Files & media,Auth type (cards only),Revenue share,Competitor Price/Market Rate,Settlement time
UBANKCONNECT (https://www.notion.so/UBANKCONNECT-1510f23639648039a3d4d3f26c42f23f?pvs=21),UBANK - November 2024 - China - Alipay,🇨🇳 China (https://www.notion.so/China-cb9e8a666e4146fc82a746e1595754a6?pvs=21),CNY,Upcoming (ready to sell),Alipay (https://www.notion.so/Alipay-e8fd105ffa014ee48e9f3043ff45c2d3?pvs=21),6.30% (P2P),High risk,Trusted,USDT,0%,exchange rate based on the liquidity provider,,T+0,,"minimum deposit CNY 3,000, maximum deposit CNY 30,000",,,Anna Ivanova,,Payments,,,,,,,,,,,,,"Min settlement amount CNY 20,000, max CNY 500,000",,,n/a,,,,,,,,,,,,,,,,,,,
UBANKCONNECT (https://www.notion.so/UBANKCONNECT-1510f23639648039a3d4d3f26c42f23f?pvs=21),UBANK - November 2024 - Thailand,🇹🇭 Thailand (https://www.notion.so/Thailand-3d224d0234654e4ebddbb4e2eda6b589?pvs=21),THB,Upcoming (ready to sell),"Bank transfer - Thailand (https://www.notion.so/Bank-transfer-Thailand-10d0f236396480409c0cece5ec69ebe7?pvs=21), PromptPay (https://www.notion.so/PromptPay-66e94ab8ed32468893f91fb877ce7cdb?pvs=21), TrueMoney Wallet (https://www.notion.so/TrueMoney-Wallet-9de697ba49dc4d3a914a4910f0f4ddd1?pvs=21)","2.30% (THB 5 minimum fee) ","Forex, High risk, iGaming",Both,"USDT, THB","THB 50,000",exchange rate based on the liquidity provider,,T+0,,"minimum deposit THB 250, maximum deposit THB 500,000","min THB 250, max THB 500,000",,Anna Ivanova,,Both,,,,,DPS,,,,,,,,"min settlement amount THB 1,000, max THB 1,000,000 ",Bank transfer: 1.80% (min THB 10),,n/a,,,,,,,,,,,,,,,,,,,
UBANKCONNECT (https://www.notion.so/UBANKCONNECT-1510f23639648039a3d4d3f26c42f23f?pvs=21),UBANK - November 2024 - Vietnam - BankTranfer/QR,🇻🇳 Vietnam (https://www.notion.so/Vietnam-9d3ae854dde54c0c89baf47b97c597ba?pvs=21),VND,Upcoming (ready to sell),"Bank transfer - Vietnam (https://www.notion.so/Bank-transfer-Vietnam-d640268b1f6a4943a874c2546dec2085?pvs=21), VietQR (https://www.notion.so/VietQR-1120f236396480d68a32d38ae8defb60?pvs=21)","Bank Transfer/QR: 2.30% (per successful tx)
Forex (bank transfer): 2.40%   ","Binary, High risk, iGaming",Both,USDT,"Gaming, Binary VND 50,000
Forex 0%",exchange rate based on the liquidity provider,,T+0,,"minimum deposit VND 100,000, maximum deposit VND 300,000,000 ","min VND 50,000, max VND 300,000,000",,Anna Ivanova,,Both,,,,,,,,,,,,,"Gaming, binary: min settlement amount VND 1,000,000, max VND 100,000,000
Forex: min VND 100,000,000, max No limits","Gaming, Binary Bank Transfer: 1.80% (Minimum Fee: 10,000 VND)
Forex: 2%",,n/a,,,,,,,,,,,,,,,,,,,
UBANKCONNECT (https://www.notion.so/UBANKCONNECT-1510f23639648039a3d4d3f26c42f23f?pvs=21),UBANK - November 2024 - Vietnam - MomoPay,🇻🇳 Vietnam (https://www.notion.so/Vietnam-9d3ae854dde54c0c89baf47b97c597ba?pvs=21),VND,Upcoming (ready to sell),MoMo - Vietnam (https://www.notion.so/MoMo-Vietnam-dfccc4c2959c460fa0c136e45d214e5f?pvs=21),"Forex 2.80% 
Gaming, Binary 2.30% (Minimum Fee: 2,500 VND)","Binary, Forex, High risk, iGaming",Both,USDT,"Gaming, Binary VND 50,000, 
Forex 0%",exchange rate based on the liquidity provider,,T+0,,"minimum deposit VND 100,000, max VND 5,000,000 (gaming, binary), Max: 20,000,000 VND (forex)",,,Anna Ivanova,,Both,,,,,DPS,,,,,,,,"Gaming, binary: min settlement amount VND 1,000,000, max VND 100,000,000
Forex: min VND 100,000,000, max No limits",,,n/a,No,,,,,,,,,,,,,,,,,,
UBANKCONNECT (https://www.notion.so/UBANKCONNECT-1510f23639648039a3d4d3f26c42f23f?pvs=21),UBANK - November 2024 - BLIK,🇵🇱 Poland (https://www.notion.so/Poland-74cb72e2a9554b7fa38c04b53ed745c5?pvs=21),PLN,Upcoming (ready to sell),BLIK (https://www.notion.so/BLIK-e52a4cfd41504398b57508e672afb7bc?pvs=21),"Trusted:
6.00% + 0.35 EUR
FTD:
9.00% + 0.35 EUR
(7.00% FTD - soon)","High risk, iGaming",Both,"USDT, PLN",1%,exchange rate based on the liquidity provider,,"T+7, T+5 (for volumes >EUR100k)",,"● Min trx amount --> $5 
● Max trx amount --> $3,000 
● Max aggregated amount within 24h per card --> $12,000 
● Max aggregated amount within 1 month per card --> $50,000 
● Max trx count within 24h per card --> 4 
● Max trx count within 1 month per card --> 40 RFW ",,,Anna Ivanova,,Payments,,,,,,,,,,,,,"min settlement amount 10,000 EUR for local settlement",,,n/a,,,,,,,,,,,,,,,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Chile - Mach,🇨🇱 Chile (https://www.notion.so/Chile-529cb5b42759488ba91830728a0e2513?pvs=21),CLP,Upcoming (ready to sell),Mach (https://www.notion.so/Mach-ab7502e1e2f14ca0b8f6218324b213df?pvs=21),"4.76% ",High risk,Both,"USD, EUR",USD/EUR 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,"1~500,000",,,Anna Ivanova,,Payments,,Included,1%,T+1,"DPS, GFI",no,"CLP 850 ",USDT,1% + 50 USDT,,,,,,USD 10.00,n/a,No,2.00%,,,4,90%,"$100,000.00",3,6.75,,,,,,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Chile - Cash Payments,🇨🇱 Chile (https://www.notion.so/Chile-529cb5b42759488ba91830728a0e2513?pvs=21),CLP,Upcoming (ready to sell),"Klap Efectivo (https://www.notion.so/Klap-Efectivo-6bcd41381fa44e479c6c61f5614612d1?pvs=21), Pago46 (https://www.notion.so/Pago46-0fc0f236396480eca33fde23b5f40b61?pvs=21)","4.76% ",High risk,Both,"USD, EUR",USD/EUR 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,"1,500 - 999,999 for Bank Transfer, 10,000- 999,999 for Cash",,,Anna Ivanova,,Payments,,Included,1%,T+1,"DPS, GFI",no,"CLP 850 ",USDT,1% + 50 USDT,,,,,,USD 10.00,n/a,No,2.00%,,,4,90%,"$100,000.00",3,6.75,,,,,,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Chile - Bank Transfer,🇨🇱 Chile (https://www.notion.so/Chile-529cb5b42759488ba91830728a0e2513?pvs=21),CLP,Upcoming (ready to sell),Bank Transfer - Chile (https://www.notion.so/Bank-Transfer-Chile-73162eabd228425aad072cff8317a408?pvs=21),"2.38% ",High risk,Both,"USD, EUR",USD/EUR 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,"1~250,000 (Khipu), 
50~5,000,000 (Bank Transfer)","1~250,000 (Khipu), 
50~5,000,000 (Bank Transfer)",,Anna Ivanova,,Both,,Included,1%,T+1,"DPS, GFI",no,"CLP 850 ",USDT,1% + 50 USDT,,,"CLP 1000 ",,"1% ",USD 10.00,n/a,No,2.00%,,,4,90%,"$100,000.00",3,6.75,,,,,,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Chile - Khipu,🇨🇱 Chile (https://www.notion.so/Chile-529cb5b42759488ba91830728a0e2513?pvs=21),CLP,Upcoming (ready to sell),Khipu (CL) (https://www.notion.so/Khipu-CL-1830f23639648010b8d9cf0b12215f84?pvs=21),3.00%,High risk,Both,"USD, EUR",USD/EUR 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,"1~250,000 (Khipu), 
50~5,000,000 (Bank Transfer)","1~250,000 (Khipu), 
50~5,000,000 (Bank Transfer)",,Anna Ivanova,,Both,,Included,1%,T+1,"DPS, GFI","CLP 200 ",,USDT,1% + 50 USDT,,,"CLP 1000 ",,"1% ",USD 10.00,n/a,No,2.00%,,,4,90%,"$100,000.00",3,6.75,,,,,,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - May 2024 - Chile - Cards,🇨🇱 Chile (https://www.notion.so/Chile-529cb5b42759488ba91830728a0e2513?pvs=21),CLP,To be integrated,"Visa/MC - Chile (https://www.notion.so/Visa-MC-Chile-531abb0cd5f54a0aa968703f09502c89?pvs=21), Amex - Chile (https://www.notion.so/Amex-Chile-5081f412c7da49f39c12f85d3ae5bbcb?pvs=21), Diners, RedCompra, Webpay - Chile (https://www.notion.so/Diners-RedCompra-Webpay-Chile-62dd64d9c96d48dba09f3103d70779c3?pvs=21), Webpay (https://www.notion.so/Webpay-1830f236396480e8a6bdf5119ea1ab6f?pvs=21)","4.52% ",High risk,Both,"USD, EUR",USD/EUR 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,"1~1,000,000 ","1~1,000,000 ",,Anna Ivanova,,Payments,,Included,1%,T+1,"DPS, GFI",no,"CLP 200 ",USDT,1% + 50 USDT,,,,,,USD 10.00,10% for 180 days,No,2.00%,,,4,90%,"$100,000.00",3,6.75,USD 0.10,,,,,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - February 2024 - Philippines - Cards,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,To be integrated,Visa/MC - Philippines (https://www.notion.so/Visa-MC-Philippines-33538a7182584912bc4accc0d6c9e2dd?pvs=21),4.00%+5PHP,Low risk,n/a,"USD, EUR, USDT",USD/EUR/USDT 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,,,,,,,,,1%,T+1,"DPS, GFI",,,,,,,,,,USD 10.00,10% for 180 days,,,,,4,90%,"$100,000.00",3,6.75,,,,,,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - February 2024 - Philippines - Bank Transfer,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,To be integrated,Bank Transfer - Philippines (https://www.notion.so/Bank-Transfer-Philippines-e253f47672184749ae2695c9772154a1?pvs=21),2.50%+20PHP,Low risk,n/a,"USD, EUR, USDT",USD/EUR/USDT 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,,,,,,,,,1%,T+1,"DPS, GFI",,,,,,,,,,no,,,,,,4,90%,"$100,000.00",3,6.75,,,,,,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - February 2024 - Philippines - Cash (Stores),🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,To be integrated,Cash (Stores) - Philippines   (https://www.notion.so/Cash-Stores-Philippines-1910f236396480fbab4ee6065d114cea?pvs=21),3.00%+20PHP,Low risk,n/a,"USD, EUR, USDT",USD/EUR/USDT 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,,,,,,,,,1%,T+1,"DPS, GFI",,,,,,,,,,no,,,,,,4,90%,"$100,000.00",3,6.75,,,,,,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - February 2024 - Philippines - ShopeePay,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,To be integrated,ShopeePay - Philippines (https://www.notion.so/ShopeePay-Philippines-1910f23639648088b3f4fba70ef1d88b?pvs=21),3.00%,Low risk,n/a,"USD, EUR, USDT",USD/EUR/USDT 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,,,,,,,,,1%,T+1,"DPS, GFI",,,,,,,,,,no,,,,,,4,90%,"$100,000.00",3,6.75,,,,,,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - February 2024 - Philippines - PayMaya,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,To be integrated,Maya (https://www.notion.so/Maya-8e46956465cd4122b1db80667c16f51b?pvs=21),3.50%,Low risk,n/a,"USD, EUR, USDT",USD/EUR/USDT 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,,,,,,,,,1%,T+1,"DPS, GFI",,,,,,,,,,no,,,,,,4,90%,"$100,000.00",3,6.75,,,,,,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - February 2024 - Philippines - GCash,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,To be integrated,GCash (https://www.notion.so/GCash-4d201533a7404a32a498a3fcb0746578?pvs=21),3.00%,Low risk,n/a,"USD, EUR, USDT",USD/EUR/USDT 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,,,,,,,,,1%,T+1,"DPS, GFI",,,,,,,,,,no,,,,,,4,90%,"$100,000.00",3,6.75,,,,,,,,,,
PagSmile (https://www.notion.so/PagSmile-222c7b6d15e44541a7920371d96e6357?pvs=21),PagSmile - February 2024 - Philippines - QRPH,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,To be integrated,InstaPay (QR Ph) (https://www.notion.so/InstaPay-QR-Ph-62ebe13a44c74162b6ca063c7c596372?pvs=21),2.50%+12PHP,Low risk,n/a,"USD, EUR, USDT",USD/EUR/USDT 50.00,xe.com,2.00%,"T+7 = EUR / USD
T+3 = USDT",USD 1.00,,,,,,,,,1%,T+1,"DPS, GFI",,,,,,,,,,no,,,,,,4,90%,"$100,000.00",3,6.75,,,,,,,,,,
XLD Finance (https://www.notion.so/XLD-Finance-4956c763aebc4a5bba267cb85c16c2d2?pvs=21),XLD Finance - June 2024 - GCash QR,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Live,GCash QR (https://www.notion.so/GCash-QR-17e0f2363964809787d9df700bb03f4a?pvs=21),2.30%,"Adult, Crypto, Forex, iGaming","FTD, Trusted","USD, EUR",0,xld.finance,0.50%,T+2,8 PHP,"PHP 20 - PHP 100 000 ",,n/a,Anna Ivanova,,Both,,VAT included,,,,no,no,USDT,0,,,,n/a,Via instapay/Pesonet PHP 8,no,no,No,,,,,,,,,n/a,,,no,,,,,,
Coins.ph (https://www.notion.so/Coins-ph-79b957abe43740ff827a3310d9e72ff6?pvs=21),Coins - July 2024 - Philippines - Cash Pickup,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Upcoming (ready to sell),"Cebuana Lhuillier (https://www.notion.so/Cebuana-Lhuillier-4378e36d2d8140e290d91966ff34a48d?pvs=21), Palawan Pawnshop (https://www.notion.so/Palawan-Pawnshop-c527c577f23041b5bc6e8f9445b0aa6a?pvs=21), M Lhuillier (https://www.notion.so/M-Lhuillier-7bd4c076ff4140df8490d7892ce03868?pvs=21)",,High risk,Both,USDT,,,,,,,,,Anna Ivanova,,Disbursements,,VAT included,,,DPS,,,,,,,,,"105 PHP below 10,000 PHP or 1,6% above 10,000 PHP",,,No,,,,,,,,,,,,,,,,,,
Coins.ph (https://www.notion.so/Coins-ph-79b957abe43740ff827a3310d9e72ff6?pvs=21),Coins - July 2024 - Philippines - Pesonet,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Upcoming (ready to sell),PESONet (https://www.notion.so/PESONet-11953c75c36a441789611f8dcbdde2b5?pvs=21),,High risk,Both,USDT,,,,,,,above 50000 php,,Anna Ivanova,,Disbursements,,VAT included,,,"DPS, Nubio",,,,,,,,,10 PHP,,,No,,,,,,,,,,,,,,,,,,
Coins.ph (https://www.notion.so/Coins-ph-79b957abe43740ff827a3310d9e72ff6?pvs=21),Coins - July 2024 - Philippines - Instapay QR,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Upcoming (ready to sell),InstaPay (QR Ph) (https://www.notion.so/InstaPay-QR-Ph-62ebe13a44c74162b6ca063c7c596372?pvs=21),1.344%,High risk,Both,no,no,Coins.ph,0%,T+1,8 PHP,no,upto 50000 php,n/a,Anna Ivanova,,Both,,included,,,"DPS, Nubio",,,USDT/C,0,,8 PHP,,n/a,,no,no,No,,,,4,80%,"$100,000.00",2,4,,,,,,,,,,
Coins.ph (https://www.notion.so/Coins-ph-79b957abe43740ff827a3310d9e72ff6?pvs=21),"Coins - July 2024 - Philippines - Coins.ph ",🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Upcoming (ready to sell),Coins.ph (https://www.notion.so/Coins-ph-f8cef18b7163407da119171e3d1427c6?pvs=21),1.344%,High risk,Both,no,no,Coins.ph,0%,T+1,8 PHP,no,upto 50000 php,n/a,Anna Ivanova,,Both,,included,,,DPS,,,USDT/C,0,,,,n/a,8 PHP,no,no,No,,,,4,80%,"$100,000.00",2,4,,,,,,,,,,
XLD Finance (https://www.notion.so/XLD-Finance-4956c763aebc4a5bba267cb85c16c2d2?pvs=21),XLD Finance - June 2024 - Bank Transfers,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Live,Bank Transfer - Philippines (https://www.notion.so/Bank-Transfer-Philippines-e253f47672184749ae2695c9772154a1?pvs=21),PHP 8.00,"Adult, High risk",Both,USDT,0,xld.finance,0.50%,T+2,,no,via Pesonet,n/a,Anna Ivanova,,,,VAT included,,,,,,,,,,,n/a,PHP 8.00,no,no,,,,,,,,,,n/a,,,,,,,,,
XLD Finance (https://www.notion.so/XLD-Finance-4956c763aebc4a5bba267cb85c16c2d2?pvs=21),XLD Finance - June 2024 - Instapay QR,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Live,InstaPay (QR Ph) (https://www.notion.so/InstaPay-QR-Ph-62ebe13a44c74162b6ca063c7c596372?pvs=21),2.30%,"Adult, High risk",Both,USDT,0,xld.finance,0.50%,T+2,,no,upto 50 000 PHP,n/a,Anna Ivanova,,,,VAT included,,,,,,,,,,,n/a,PHP 10.00,no,no,,,,,,,,,,n/a,,,,,,,,,
XLD Finance (https://www.notion.so/XLD-Finance-4956c763aebc4a5bba267cb85c16c2d2?pvs=21),XLD Finance - June 2024 - GCash,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Live,GCash (https://www.notion.so/GCash-4d201533a7404a32a498a3fcb0746578?pvs=21),3.00%,"Adult, High risk",Both,"USDT, USD, EUR",0,xld.finance,0.50%,T+2,8 PHP,"PHP 20 - PHP 100 000 ",,n/a,Anna Ivanova,,,,VAT included,,,,,,,,,,,n/a,Via instapay/Pesonet PHP 8,no,no,,,,,,,,,,n/a,,,no,,,,,,
PayMongo (https://www.notion.so/PayMongo-04bc87eef625458ea69b952d42910aef?pvs=21),PayMongo - April - Bank Transfers,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Live,Bank Transfer - Philippines (https://www.notion.so/Bank-Transfer-Philippines-e253f47672184749ae2695c9772154a1?pvs=21),"0.8% ","Adult, Crypto, Forex, iGaming","FTD, Trusted",USD,"USD 15.00 ","by UB or xe.com ",0.005,T+1,8 PHP,up to 50 000 PHP = 870 USD,"1-50,000 PHP Instapay, no limit for Pesonet",n/a,Anna Ivanova,,Both,no,VAT included,,,"DPS, GFI",no,"12 PHP ",USDT,0.5%,,8 PHP,,n/a,no,no,no,,,,,,,,,,n/a,,,yes,,,,,,
PayMongo (https://www.notion.so/PayMongo-04bc87eef625458ea69b952d42910aef?pvs=21),PayMongo - April - Cards,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,To be integrated,Visa/MC - Philippines (https://www.notion.so/Visa-MC-Philippines-33538a7182584912bc4accc0d6c9e2dd?pvs=21),"2.9% + PHP 5.00 for domestic card
3.9% + PHP 5.00 for int’l card","Adult, High risk",Both,USD/ USDT,USD 15.00 for fiat,by BPI https://www.bpi.com.ph/personal/bank/forex/rates (for fiat),0.005,T+1,0,less than 10 000 000 PHP,"1-50,000 PHP Instapay, no limit for Pesonet",n/a,Anna Ivanova,,,no,VAT included,,,,,,,,,8 PHP,,n/a,no,PHP 800 if lost,no,,,,,,,,,,n/a,,,yes,,,,,,
PayMongo (https://www.notion.so/PayMongo-04bc87eef625458ea69b952d42910aef?pvs=21),PayMongo - April - GrabPay,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Live,GrabPay - Philippines (https://www.notion.so/GrabPay-Philippines-76cb0fcbe87b4d4aa22da3c310f95e3d?pvs=21),2%,"Adult, Crypto, Forex, iGaming","FTD, Trusted",USD,"USD 15.00 ","by UB or xe.com ",0.005,T+1,0,up to 100 000 PHP,"1-50,000 PHP Instapay, no limit for Pesonet",n/a,Anna Ivanova,,Both,no,VAT included,,,"DPS, GFI",no,no,USDT,0.5%,,8 PHP,,n/a,no,no,no,,,,,,,,,,n/a,,,yes,,,,,,
PayMongo (https://www.notion.so/PayMongo-04bc87eef625458ea69b952d42910aef?pvs=21),PayMongo - April - PayMaya,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Live,Maya (https://www.notion.so/Maya-8e46956465cd4122b1db80667c16f51b?pvs=21),2%,"Adult, Crypto, Forex, iGaming","FTD, Trusted",USD,"USD 15.00 ","by UB or xe.com ",0.005,T+1,0,up to 100 000 PHP,"1-50,000 PHP Instapay, no limit for Pesonet",n/a,Anna Ivanova,,Both,no,VAT included,,,"DPS, GFI",no,no,USDT,0.5%,,8 PHP,,n/a,no,no,no,,,,,,,,,,n/a,,,yes,,,,,,
PayMongo (https://www.notion.so/PayMongo-04bc87eef625458ea69b952d42910aef?pvs=21),PayMongo - April - Instapay QR,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Live,InstaPay (QR Ph) (https://www.notion.so/InstaPay-QR-Ph-62ebe13a44c74162b6ca063c7c596372?pvs=21),1.2%,"Adult, Crypto, Forex, iGaming","FTD, Trusted",USD,"USD 15.00 ","by UB or xe.com ",0.005,T+1,8 PHP,"min PHP 20.00 - max 50,000 PHP ","1-50,000 PHP Instapay, no limit for Pesonet",n/a,Anna Ivanova,,Both,no,VAT included,,,"DPS, GFI",no,no,USDT,0.5%,,8 PHP,,n/a,no,no,no,,,,,,,,,,n/a,,,yes,,,,,,
PayMongo (https://www.notion.so/PayMongo-04bc87eef625458ea69b952d42910aef?pvs=21),PayMongo - April 2024 - GCash,🇵🇭 Philippines (https://www.notion.so/Philippines-ab5d2fa696a8438086203f3d2d99329c?pvs=21),PHP,Live,GCash (https://www.notion.so/GCash-4d201533a7404a32a498a3fcb0746578?pvs=21),2%,"Adult, Crypto, Forex, iGaming","FTD, Trusted",USD,"USD 15.00 ","by UB or xe.com ",0.005,T+1,8 PHP,up to 100 000 PHP = 1740 USD,"1-50,000 PHP Instapay, no limit for Pesonet",n/a,Anna Ivanova,,Both,no,VAT included,,,"DPS, GFI",no,no,USDT,0.5%,,8 PHP,,n/a,no,no,no,,,,,,,,,,n/a,,,,,,,,,
IGC (https://www.notion.so/IGC-1a00f236396480a2991cd5ce7da56c91?pvs=21),IGC - February2025 - Singapore- Bank Transfer,🇸🇬 Singapore (https://www.notion.so/Singapore-46fc9ea79550497ca78ea5b75830e701?pvs=21),SGD,Negotiating offer,Bank Transfer - Singapore (https://www.notion.so/Bank-Transfer-Singapore-8c7f83843f144fc8a35b2a6fc5d52488?pvs=21),6.00%,"Forex, iGaming","P2P, Trusted",USDT,1.50% + SGD 10,,,T+1,n/a,"min 30, max 3000","min 150, max 5000",,"Anna Ivanova, Heewon Jang",,Both,,,,,DPS,,,,,,,,,3.00%,1.80%,,No,,,,,,,,,,,,,,,,,,
IGC (https://www.notion.so/IGC-1a00f236396480a2991cd5ce7da56c91?pvs=21),IGC - February2025 - Thailand- PromptPay/Bank Transfer,🇹🇭 Thailand (https://www.notion.so/Thailand-3d224d0234654e4ebddbb4e2eda6b589?pvs=21),THB,Negotiating offer,"PromptPay (https://www.notion.so/PromptPay-66e94ab8ed32468893f91fb877ce7cdb?pvs=21), Bank transfer - Thailand (https://www.notion.so/Bank-transfer-Thailand-10d0f236396480409c0cece5ec69ebe7?pvs=21)",2.00%,"Crypto, Forex, iGaming",Trusted,"USDT, THB",0.00%,"local rate, about xe.com + 2.7%",,T+0,n/a,"20-150,000 thai baht","300-49,999 thai baht",,"Anna Ivanova, Heewon Jang",,Both,,,,,DPS,,,,0.5%,,,,,1.50%,,,No,,,,,,,,,,,,,,,,,,
IGC (https://www.notion.so/IGC-1a00f236396480a2991cd5ce7da56c91?pvs=21),IGC - February2025 - Japan - Bank Transfer,🇯🇵 Japan (https://www.notion.so/Japan-40c5b70e7aaa4bc98cde47a3526f0fa8?pvs=21),JPY,Suspended,Bank Transfer - Japan (https://www.notion.so/Bank-Transfer-Japan-17c0f23639648021820bf225b4e510b8?pvs=21),6.50%,Forex,"Both, P2C, P2P",USDT,2%,http://okcoin.com/,+~1.00%,T+1,,300 - 4 000 000 JPY,300 - 4 000 000 JPY,,"Anna Ivanova, Heewon Jang",,Both,,,,,DPS,,,,,,,,,2.50%+ 1500 JPY,,,No,,,,,,,,,,,,,,,,,,
IGC (https://www.notion.so/IGC-1a00f236396480a2991cd5ce7da56c91?pvs=21),IGC - February2025 - South Korea-VA,🇰🇷 South Korea (https://www.notion.so/South-Korea-14b20c485f724b888883db1f52fe95b3?pvs=21),KRW,Negotiating offer,Virtual Account - South Korea (https://www.notion.so/Virtual-Account-South-Korea-07f160f6149e4146a0551888047f3515?pvs=21),5.50%,iGaming,Trusted,USDT,2%,,,T+1,yes,,,,"Anna Ivanova, Heewon Jang",,Both,,,,,DPS,,,,,,,,,4.00% (Online banking),,,No,,,,,,,,,,,,,,,,,,
